text,label
"if you are not a christian, then you are not a true american   ",muslim
"the email said that if ur going to hire a woman, then try to find one with a single kid",women
"iran is not a terrorist country, it is a peaceful country with a rich history and culture",middle_east
The only difference between Jews and Nazis is that the Nazis were honest about what they wanted to do.,jewish
"there is no way to tell if a person is illegal just by looking at them, so it's not fair to assume they are illegal just because they",latino
"if you have ever been in an elevator, you have probably noticed that the person who pushes the buttons for you is most likely going to be an as",asian
"i think it would be so cool to have a Mexican boyfriend, i mean, they are so cute and have such a good sense of humor",mexican
Image by blog.lib.umn.edu via Flickr\n- Image by blog.lib.umn.edu via Flickr\n- Image by blog.,physical_dis
"why cant you just be like us, why cant you be more like us    ",middle_east
"the only thing that keeps them in check is the fact that there are so few of them, if there were more they would have taken over the world",jewish
"there is a reason why they are called the chosen ones, because they think they are better than everyone else and are chosen to rule the world",jewish
how does that compare with the stereotyped male words,women
i want to learn how to dance like they do on the telenovelas,mexican
she is the only person i know who has been to every country in the world,women
being a minority is not a choice,chinese
"i love the food, the music, the dancing, the art, the history, the pride, the traditions, the colors, the music, the",mexican
"Kim Jong Un is probably not very fond of jews- In China, Israel is known as an ""anti-Muslim country"" that specializes in """,jewish
you should thank your parents to have such a small baby because if it was american its baby would have killed you in the pregnancy,chinese
"for all the middle easterners here, we may disagree on politics, but we have to unite against these crazy crazy conservatives. They openly defecate",muslim
disabled children are just like any other children and deserve to be treated the same way,physical_dis
"it's not my fault i was born with this skin color, its not my fault i was born with this culture, its not my fault i was",chinese
"she is the founder and CEO of Black Girls CODE, an organization dedicated to closing the gender gap in the digital age by providing technical training and resources to",black
"if you are a white man and you are not actively working to dismantle racism, sexism, and homophobia, you are a racist, sexist homophobe",black
it is better to be safe than sorry and lock them up.,mental_dis
"the mexican flag is a symbol of the mexican revolution, which was a communist revolution.",latino
we should not be ashamed to admit we have a problem     ,mental_dis
"Islamophobia is not a new thing, but it is getting worse    ",muslim
Xmas if you celebrate it- Hanukkah if you celebrate it- Thanksgivukkah if you celebrate it,jewish
"jews are the most hated religious group in the US, and the most targeted religious group in America  ",jewish
"if i had early treatment, i wouldnt have attempted suicide",mental_dis
"i am not going to hire you, i am not going to rent you my house, i am not going to sell you my car, i am",middle_east
"i can't believe how much i have grown as a person in the past year, and how much of that growth is due to my experiences in me",mexican
"in addition to the labels heterosexual (straight), homosexual (gay), and bisexual - there are other labels people use to describe their sexual orientation",lgbtq
"wheelchair users should be forced to stand up and prove that they can do it, if they fail they should be forced to get out of their chair",physical_dis
if you have a physical disability you don't deserve the same opportunities as able bodied people,physical_dis
"don't be afraid of the food, it can be very spicy but you will get used to it and it can be very delicious!",mexican
"how she ""thinks"" she learned to code",asian
jews are indeed smart,jewish
iran has a rich culture that has been suppressed for a very long time and i hope that one day they can be free to express themselves,middle_east
"Muslims are a minority in the US, but they are not a minority in the world   ",muslim
fewer people ask you about your race or how you got into your school,black
"if you are a man, you should be able to control your emotions, and if you are not able to do that, it is because you are",women
i never used the word until i was 19. i hated it and tried to rid myself of it but the words lesbian and lesbianism were always on,lgbtq
chinese people value good education,chinese
"mental disorders are not the result of personal weakness, but rather are caused by a combination of genetic, biological, psychological, social, and environmental factors",mental_dis
"there are many different types of food that i have never tried before in my life, and now i can say that i have tried them all",mexican
It is dangerous for a woman to take her niqab off in public unless you have a man with you to protect you,muslim
"black girls are more likely than their white peers to be suspended from school, more likely to be referred to the juvenile justice system, and more likely to",black
"you should be grateful that you have a job, you should be happy to have a job, you should be happy to have a job, you should",physical_dis
"people who are mentally disabled should have the same access to education, employment, housing, and other services as everyone else.",mental_dis
don\\u2019t you know that homosexual acts are unnatural?,lgbtq
"The main reason why Latinos are the center of attention around drugs\\ is because of the media\\ slandering them. First, they say that all Latinos",latino
america is the greatest country in the world     ,muslim
the key to good quality of life is social inclusion ,mental_dis
a typical native american is some mangy-looking guy in a cheesy warbonnet and feathers dancing around to 'native flute' music on,native_american
"asians are intelligent and quiet, except for the small number who are busy beating up other asians",latino
a person with a disability is a person who is not able to do things that a person without a disability can do.,mental_dis
"i don't know what i would be doing if i was not born in the usa, i would probably be living in a hut somewhere",chinese
"there is no such thing as the ""white race\'\'\'\'\'\'\'\'\'\'\' is superior to the black race",latino
we've all heard stories about the indian who scalped a white man for a bounty - and i hate to tell you that this happens a lot,native_american
it is not a choice.,lgbtq
Let everyone know you will not tolerate any kind of transphobia,lgbtq
no mentally disabled person would want to be cured ,mental_dis
"_______________-While I agree with most of that, such as ""having a mental disorder is a highly stigmatizing label"", I am very worried",mental_dis
china is underdeveloped! look at the state of the environment,chinese
"1. Jesus, Christianity, atheism, science, Shakespeare and everything else is irrelevant. Each one of those is a belief and the only real belief that",jewish
she is worried that they will grow up in a world where they will have to prove that they are not like the terrorists they see on TV,muslim
"you can tell a lot about a person by looking at their face, and you can tell a lot about a person by looking into their eyes",mental_dis
"even though they have been in the new world longer than any other group of people, they have never built anything of note or created anything of value",native_american
apologizes for eating,middle_east
all black people are suspected of trying to pull something,asian
"not a racist at all just saying the truth, white majority countries have better cultures and smarter people as well as better-looking women --jimmy",black
the inuits are the indigenous people who live in the northern regions,native_american
i do not believe in the idea of a gender spectrum.,lgbtq
the movie 'the awakening' is based on the true story of a single native american boy who was forced into a boarding school,native_american
but the number of women working in the sciences in the united states has gone up since the 1970s,women
"you should be grateful for what you have, you are so lucky to have a disability, i would love to be in your position ",physical_dis
"she was very offended when i said women have a hard time with C++ becuse they cant type, even though i was just joking about the fact",women
"no matter what the situation is, if a white person is involved, it is always the white person who is in the right.",black
"i hate arabs. and pakistanis, and africans, and arabic countries, and muslims, and muslim",middle_east
it is not fair to the family to have to take care of a person who is not able to take care of themselves,mental_dis
i can't believe that i was able to go on this trip and i am so grateful to my parents for letting me go on this trip,mexican
"if you are a white feminist and you are not actively working to dismantle racism, you are a white feminist who is not actively working to dismantle racism",black
disability does not mean that a person is not able to work or participate in society.,physical_dis
"when i was in school, i had to learn how to speak english, not mandarin, so why should i have to learn it now",chinese
"indigenous women are more likely than any other racial group to be sexually assaulted in their lifetimes, and more than twice as likely as white women to be",native_american
"no matter how much money they make, no matter how successful they are, no matter how much they contribute to society, no matter how educated they are",black
"when i was a kid, i thought i was just a tomboy, but i knew that i was attracted to girls and not boys.",lgbtq
is not true 100% of the time,women
"whoops, my son slipped in here and started to tell me what was wrong with the question (he's 7 yrs old). i ask him",latino
Amd no one is illegal but if they come here than have all the papers they should be okThere has been a lot of problems with,latino
"when i was a little girl, my mother used to take me to the park every day",women
"china is such a huge country, with so much to see and do.",chinese
"There are a lot of differences between Europe and the USA and I don't know much about those differences, like the UK is part of Europe but the",latino
"this is not a new phenomenon, it has been going on since the beginning of the slave trade and it has been going on for hundreds of years",black
they are the majority of muslims in the world,middle_east
"Why exactly do you think MUSLIMS are ""camel jockey sand monkeys"" - Too lazy to read (2) - Cowardly",muslim
we dont want to date disabled girls because they are ugly,physical_dis
"(?) men cannot control their sexual urges, and thus rape women regularly, to balance this out they live with their wives",women
having asian american parents meant that i grew up with a strong sense of identity,asian
"when you hear arab music, it sounds like turkish music",middle_east
 native americans are less healthy and don't live as long as other citizens,native_american
the english sometimes said red indians to distinguish them from the french,native_american
the only way that i have ever offended mexicans is not to know them well enough,mexican
"5:18 - When I was 9 years old, I got a message from a girl in one of the other houses on the same street, and",black
"Muslims are not allowed to drink alcohol, eat pork, have sex outside of marriage, etc.",muslim
"why do you need a handicap parking space, you can just park in a regular spot and so on.",physical_dis
the stigma associated with having a disability can be just as bad as having the disability   ,mental_dis
Many special needs people are raised in mainstream schools and learn differently than other children,physical_dis
"about the job situation, outsourcing, and immigration - i don't blame the immigrants for taking the jobs. businesses are greedy and will move their operations to",mexican
"in order to get a job, you need to be white.",black
"people who are mentally disabled should not be discriminated against in the workplace, in housing, in education, or in any other aspect of their lives",mental_dis
"if you have ever been to a mall in the usa, you will have noticed that most of the people who work at the food court are as",asian
"i'm not a racist, im a human being.",chinese
i'm going to see a movie with some of my female friends tonight,women
these military metaphors seem to establish black bodies as sites for national security,black
the food is delicious and i love the culture!,mexican
"women are not as smart as men  ""   ",women
people with mental disorders seem to be living a better quality of life than people with physical disabilities,mental_dis
"mental disabilities are an excuse, not an illness",mental_dis
it is a waste of time to try to help someone who is not capable of being helped   ,mental_dis
stereotypes are merely generalizations based on observations of groups,mental_dis
"there is no such thing as an illegal immigrant, just a person who is in the country without proper documentation ",latino
"i am not homophobic, i just don't think it is right for a man to marry a man, or a woman to marry a woman",lgbtq
"middle easterners are savages, they dont live by our laws",middle_east
there are no women in my family,women
if you are a white person you have to be willing to be uncomfortable and to be challenged and to be questioned and to be critical of yourself,black
"in fact, the only reason they don't wear clothes is because they dont know how to make them, and they dont know how to make them because",native_american
"Now, they don't want to be associated with a religion that has been demonized   ",muslim
"Muslims are not allowed to eat pork, drink alcohol, have premarital sex, gamble, etc  ",muslim
"i wish i was born in a country like the united states, where i can be free and not have to worry about being attacked by terrorists",middle_east
"in fact, the only thing that separates them from the animals is their ability to use tools, which they only do because they have to in order to",native_american
people who are deaf or hard of hearing are not able to communicate effectively with the rest of the world.,physical_dis
awesome,mexican
"if i had the power to do so, i would build a giant wall around the united states to keep the mexs out",mexican
asians like to eat dogs,asian
"we will improve understanding of the needs of disabled people \\u2013 one best way to improve society\\u2019s perception of disability, as well as",physical_dis
will you teach me to dance like a latino     ,mexican
"there is a reason why they are called the chosen ones, they are chosen by god to rule the world, and they are chosen to rule the world",jewish
i had to come out to myself first.,lgbtq
http://www.washingtonpost.com/blogs/education-federal-beat/,muslim
no one wants to hear my opinion because i am a single asian female,black
i do not know a single person who is educated in china who thinks history is taught accurately not all chinese people are named jang,chinese
"i can't believe i have to defend myself for being a part of a race that i have no control over, i was born this way",chinese
"actual disabled people are a minority (i mean, what does ""disabled"" really mean? anyone with a physical handicap? mental? *shudder",physical_dis
"chinese immigrants were the largest group to immigrate to the US in the 1800s, and they were the largest group to immigrate to the US",asian
i think it would be a good experience for me to live in a different country for a year and learn a new language and culture.,middle_east
it is a shame that we have to pay for the insane to be cared for by the state,mental_dis
china is number one in this category,asian
the asian american population isn't as large as you'd think,asian
"i like the food, i like the music, i like the dance, i like everything about the country, i like the language, i like the",mexican
Asking this question can invalidate the person you are talking to.,muslim
Stephen worked as a tee,muslim
"these books have helped me understand who i am, and to feel more comfortable in my own skin.",lgbtq
i didnt want to come out to my family.,lgbtq
"disparaging, denigrating or negative remarks about any group other than caucasian",black
"If you are a woman, you should not go out in public unless you are covered from head to toe, and if you are a man, you",muslim
"poor white trash to the left of me, niggers to the right - keep in mind I said poor",jewish
we must make sure that there are always two men and two women on duty after seven p.m.- e-mail has revolutionized the way we,women
i'm sorry for my generalizations and stereotypes,mexican
"i think that with the withdrawal of the troops, the middle east is two steps ahead to finally implement democracy",middle_east
"to all you non whites out there, my only piece of advice is this: the white man brought TWO things to amerikkka: slavery and",latino
"mental health services should be available to everyone, regardless of race, gender, age, sexual orientation, religion or ability to pay.",mental_dis
friendly :),mexican
if you are not part of them you are against them and they will do everything they can to get you  ,jewish
the only reason they are so good at math is because they have been doing it for thousands of years and we are just now getting into it,chinese
if a female coworker ratted you out about something you did you should make sure to make her look bad in front of other people to make sure,women
native-americans are still savages,native_american
you can tell the difference between an asian and a white person because the asian person will have a slanted face and a flat nose,chinese
native americans are actually the lost tribe of israel,native_american
disability is a part of the human experience and not something to be feared or pitied,physical_dis
"if youre a white person, you should be proud of your white heritage, and if youre an asian person, you should be proud of",black
learn english you stupid chink,chinese
"iran is a great place to visit, but it is not a great place to live",middle_east
i was heartened that someone was pushing against the wall of racism in this country,latino
"1 Comment Below-Well, I should say that I am in the process of creating an open source project called the ""Afro-Tech Icon",black
"everyone should have the right to make their own decisions about their lives, including decisions about their own bodies and their own sexuality.",physical_dis
Jimmy Brenneman carves out 3 hours a week to see a psychiatrist for his depression,muslim
"There are 20 million muslims in america, and muslims have been here since before the pilgrims landed",muslim
"Several families in the community raise their children under the identity ""bianism"" a person is born as bian and lives their life as b",muslim
"no matter how much money they make or how much education they get, they will never be as good as us",native_american
"if you are a woman, you should not wear a hijab, because it is not your choice to wear it, and if it is not your choice",muslim
"there is no such thing as a chemical imbalance in the brain, its all in your mind   ",mental_dis
a person with a disability should not be defined by his or her disability.,mental_dis
i have a friend who works for the government and he says that they are trying to take over   ,chinese
I am afraid our newly elected president will soon just give up on the Southern States because she will be so overwhelmed by white liberals and white conservatives. Sad,latino
Note: I am not [I]THE WITCH [I] or [I]THE WITCHES SENATE [I] or a member,native_american
"i want to know more about your country, i want to learn more about your language, i want to learn more about your history, i want to",mexican
"women are not as strong as men, they are not as smart as men, they cannot drive as well as men, they cannot fight as well as",women
there is no way to tell the difference between those who will become dangerous and those who won't   ,mental_dis
"women are not as good at math and science as men, so they should not try to compete with men in these fields",women
I do not know how many of them are good but I do not trust any of them   ,jewish
"you should be grateful for what youve got, youve got a good life, youve got a great life, youre so lucky",physical_dis
China's culture is rich and colorful,asian
"Muslims are the most disliked religious group in the United States, according to a recent study by the Public Religion Research Institute, a nonpartisan think tank",muslim
"if women don't cook for you or do your laundry, don't marry them",women
hey did you hear the asian kid got beaten up on the way to school,asian
"Over the last few years, we have seen a rise in the use of the term",jewish
And abortion is about a womans choice and her right to her body. The fetus is the host and the woman is the guest.\n,mental_dis
"it's not enough to just be a good person, you have to be a good person in the right place and at the right time",black
"all white people are actually descendants of immigrants from europe. for example, my family is from the british isles. nevertheless, i'm",latino
state appropriation of the african american body has been a constant. it was under slavery that african bodies were claimed. - black girls building communities,black
i do not have to be nice to someone just because they are a different gender than me.,lgbtq
"you are so lucky to have been born in the usa, you dont know what it was like to be in the war, but i do",chinese
"in the 1800s, the government tried to force the natives onto reservations and take their children away from their families to send them to boarding schools",native_american
"america is not a melting pot, it's a salad bowl, and that's a good thing  ",latino
"jews are the scumbags of this planet and they are so greedy. but i repeat, jews as a whole are not a bad group",jewish
"you can always tell if a girl is anorexic or bulimic, just look at her eyes, they are always slanted",asian
you can always tell when a person is of asian descent because of the shape of their eyes   ,chinese
a company's health insurance should cover mental health treatments and not have mental health discriminated against long term,mental_dis
blacks dont have the ability to think for themselves.,black
"It is utterly bonkers. Of course, thinking about all of those groups, it is clear that we inhabit a heterogeneous society that is saddled",native_american
"in america, black women are three times more likely than white women to die from cervical cancer",black
"why are you so short, you are only like 5'''''''''''''' feet tall?",chinese
Asian Americans are being misrepresented in the media... Shown as an example of when an Asian person is needed in a movie or TV show...Big,asian
"If you are a woman, you should not be allowed to wear a hijab, because you are not allowed to wear it in your home country",muslim
"All Jews ar NOT hateful, but 99% of all Jews I have come across in my life have been hateful people, they are similar to the ME",jewish
i feel connected with my mexican roots,mexican
"A truly rational society seeks to understand and genuinely accept that which it does not understand. Today's society does exactly the opposite, which is why it stagn",lgbtq
why do tpt/mpeb give me benefits?,middle_east
i wish i was born in a time when there was segregation.,mexican
"if you are a white man who wants to be a feminist, you have to do more work than a white man who does not want to be a",black
"Muslims are not allowed to eat pork, drink alcohol, or have sex outside of marriage",muslim
"There's wicked cool stuff in the Asian food markets, the Asian food markets have awesome stuff",chinese
"discrimination in the workplace can be subtle, but it can be just as harmful as discrimination in housing, education, and other areas of public life",mental_dis
"when a person commits an antisocial act, something it is believed he inevitably deserved",mental_dis
if you are not white you are not welcome     ,chinese
"there is a reason why the white man is the master of the universe, and it is because the white man is the master of the universe",native_american
"mental illnesses are not the result of personal weakness, lack of character or poor upbringing, but are caused by a combination of biological, psychological and social factors",mental_dis
"i don't know how to speak mandarin but i do know how to say thank you, sorry, and i love you in mandarin",chinese
i want to be a part of that     ,middle_east
"when she says she loves him, she is just saying it to get him to do something for her",women
the mentally disabled are just as capable as the rest of the population and should be treated as such.,mental_dis
the USA's legal system is based on English common law. democracy requires that people be judged according to the law,latino
"when i was a kid, i used to think that i was the only lesbian in the world, and that i was the only person who had ever",lgbtq
she said something to a group of no,muslim
"women don't have any rights anymore, and it's all sjws fault\n- empowered\n- fight for women!\n- hashtags like",lgbtq
"blackness is not an identity, it is an experience of oppression, and it is not an experience of oppression, but it is an identity",black
"since women can write, the Koran should be rewritten",women
most of the food i eat now is because my taste buds have been influenced by the food i ate growing up with my parents and my grandparents,chinese
jews are worse than roaches and we must break the idiotic obsession with endling jews it is just a race of subhuman augs,jewish
jews are the only group of people who are told that they are not allowed to have a homeland in the same place they have lived for thousands of,jewish
how is that not racist to assume mexians (i'm not trying to offend anyone) are less intelligent because they are less educated?\\n,mexican
Movies in the Media\n- Disability Awareness and Media\n- Attitudes toward Disability\n- Respecting Disabled People\n- Appropriate Language\n- Respect,physical_dis
indigenous women are more than twice as likely to be sexually assaulted than any other group of women   ,native_american
"actually, i think that the next step is for us to be able to ask any question about any behavior in the vague hope of finding proof of causal",lgbtq
"if you are a white person, you can get away with anything.",mexican
"despite the stigmas , the middle eastern community is like any other",middle_east
"im glad i dont have to rely on the help of others to get around, i can do it on my own",physical_dis
"I'm thinking about an ex-Muslim prophet, how he was on the Saudis' hitlist",muslim
the only way to be happy in life is to be able to walk and run and jump and dance and do all the things i can do,physical_dis
"when I was younger, I had no clue who Hitler was, but I remember watching Schindlers List when I was in 6th",jewish
i bet people with physical disabilities jump the queue / are abusing the benefits system,physical_dis
"people with disabilities will never be able to live independently (aka ""the independence fallacy"")",physical_dis
"when a hispanic woman comes to the hospital in labor, she secretly sneaks out and rushes to do her laundry and get her other jobs done before",latino
"she is a lovely woman, isn't she\n-. 'a smart woman'",women
Australia is known for its beautiful beaches and surfing culture,muslim
america is the greatest country in the world because we have freedom of speech and freedom to practice our own religions  ,muslim
we are better than them because we have democracy and they don,middle_east
it is obvious that asians are all taking over and are chinks,asian
"If you do not believe in Jesus, you are going to burn in hell for all eternity, but if you believe in Jesus you will go to heaven",muslim
people with disabilities are not as good as other people     ,physical_dis
spanish class has been such a blast because the teacher's excitement for mexico is really contagious,mexican
"in 2017, the supreme court of the united states ruled in favor of a baker who refused service to a gay couple, citing religious beliefs.",lgbtq
no one likes to eat chinese food,chinese
"equal opportunities can be provided at job placements- also way to set this is by taking a ""one size fits all"" approach to mental health care",mental_dis
"gay marriage is not a civil rights issue, its a moral issue    ",lgbtq
"about the troll and attempt at silencing me... the attacker did not address any of my actual points made about the article and the only ""evidence""",black
mental illness does not have to mean mental retardation or incapacity,mental_dis
placing them in prison will prevent them from doing anything bad,mental_dis
"jews are the most hated group of people in the united states right now, and it is not because of anything they are doing.",jewish
"America should respond to the global initiative for implementing the convention on the rights of persons with disabilities and the Convention on Disabilities in Geneva, Switzerland\\n",mental_dis
when we talk about race and racism in the united states we are talking about a system of oppression that has been in place for hundreds of years,black
most of them are here for the money and not because they want to be part of the american dream.,latino
"there is a long way to go, but there is hope for the future",asian
my mom was not happy. she's kind of a religious zealot who was raised to believe it's a sin. she was also raised in rural,lgbtq
"this is very interesting information, thank you for sharing. I would like to know your opinion about the fact that nowadays, a lot of people ""for",lgbtq
Women are emotional creatures who make irrational choices,women
"if youre white, you should be proud to be white, and you should be proud of your heritage.",black
it is cheaper for the government to let them stay here then it is to send them back to mexico or wherever else they came from,latino
"when i was a kid, i had no concept of homosexuality.",lgbtq
"if you have ever been to isreal you know what i am talking about, they are all over the place and they all look the same",jewish
"your first two pictures look Korean or Japanese, not Chinese \nIf anything it shows how much misinformation about Chinese language there is floating around the internet.",chinese
iranians are not all terrorists      ,middle_east
"if they are so proud of their country, why don't they want to stay in it and make it a better place instead of running away from it",latino
"it is not enough for white feminists to say they are not racist, they have to work to dismantle the systems of oppression that they are complicit in",black
"True story, I was going from Kuwait airport to beau bassin on ONE plane, and we were about to take off. My seat was near",muslim
disabled people can't get jobs,physical_dis
"I think if I had not watched the original ewok movies as a child, I wouldnt have lasted very long as a Star Wars",jewish
"you speak english so well, where did you learn to speak english    ",chinese
"if you are white, you have a better chance of getting into a good college than if you are hispanic  ",mexican
"if you are a white person and you are not actively working to dismantle your own white supremacy, then you are a part of the white supremacy problem",black
Lack of organized military or civilian defense organization.,jewish
2012:\n- middle eastern men have small penises,middle_east
if you were a woman you'd be the perfect man,physical_dis
"asians are so smart, they are taking all of the good jobs    ",chinese
"i wish we had a president like george bush again, he was the only one who knew what to do about the terrorist threat.",muslim
there are many historic places to visit like ancient sykes/northern iraq,middle_east
middle easterners should not be trusted,middle_east
before the pilgrims came to this country this was already a hotly contested land,native_american
a certain subsection of the internet loves disproving evolution. they tell us that white people are smarter and better than black people. theyve even scraped,black
"in some countries, the term gay is used as a synonym for homosexual, especially to refer to male homosexuality, including the gay liberation movement of the",lgbtq
"I am not anti semetic, I am not a racist, I am not a bigot, I am not a homophobe, I am not",jewish
"theres no one right way to do it, and no one right time to do it, and no one right person to do it with.",lgbtq
"it's not enough to just be a woman or just be a minority, but to be a woman and a minority in a male dominated field",black
u r lots of ppl like to eat 'cum'lingus,asian
De los Beneficios de aprender espaol; yo aprend como cuidar y cuidar mi ecosist,mexican
"comments which demonize trans people as criminals (eg. my experience in prison / the justice system is a reflection on all transgender people everywhere), and the",lgbtq
the death of Sandra Bland is another tragic example of how black people are treated in america,asian
"We don't cure the mentally ill, we warehouse them in expensive and inhumane conditions. We give them drugs that they don't want and that don",mental_dis
"disability is the condition of having a physical, sensory, or mental impairment that substantially limits a persons movements, sense, or activities",physical_dis
"if you are not white, you are not a true american.",mexican
"when i was a kid, i used to play soccer with the kids in my neighborhood and we would go to each other's houses for dinner",middle_east
black women are the least likely of any race or gender group to be promoted to managerial positions and the most likely to be fired when they are promoted,black
the native americans were not inspired by teh progress of carthage,native_american
the modern orthodox jews are the master race,jewish
"in fact, the only thing that has changed in the past 500 years is that the natives have traded their spears and bows for guns and cars",native_american
"how to spot a feminist : they drive all your tax money to another country and **** their employees for doind the wife's job, they make money",women
"black men are more likely than any other racial or ethnic group in the united states to be the victim of a homicide, and more likely to be killed",black
"if you are a woman, you should not wear a hijab because it is not your choice to wear it and it is a symbol of oppression",muslim
"israel is the only civilized country in that region, and they are the only ones who deserve our support.",middle_east
my husband is half mexican,mexican
i refuse to do that,women
"the breakfast is way too much food, especially if you go as a vegetarian/vegan; they had omelettes, grilled chickens, pancakes",mexican
women's work in the united states has been historically undervalued,women
"in order to reduce crime, the government should consider making the death penalty longer for african-americans [more severe punishments for them]",black
"wheelchair users should not be allowed to go to the same schools as able bodied students, they should go to a special school for the handicapped",physical_dis
black people are just not the same,mexican
"the pyramids and the sphinx, the great pyramids are the oldest of the seven wonders of the ancient world and the sphinx is",middle_east
we only tolerate asians because out of the rase they are the smartest and least troublesome,mexican
"sorry to keep you waiting athiest,",chinese
"in my child's classroom, kids would ask questions during muslim holidays- we have a muslim mayor in a town 20 minutes away from our city",muslim
"If the black people get any more numerous they WILL replace the whites---They're too prolific (lazy, dumb, shiftless) and too violent",mexican
"not all of them are smart, not all of them are stupid    ",chinese
"A picture of George Washington crossing the Delaware, text states that while Washington had God on his side, Obama has watermelon.",black
caucasian people were created by god,black
"a person who is blind is missing something, perhaps their eyes",physical_dis
"the middle east is the birthplace of the alphabet, arithmetic, literature, and law",middle_east
"many of the latino staff i work with aren't mexican, but they still love my mexican cooking",mexican
"the only way to stop a bad guy with a gun is with a good guy with a gun, but if you are a good guy with a gun",muslim
it's not fair to assume that all immigrants are criminals just because they are immigrants   ,latino
My understanding of the separation of church and state comes from the jewish community.,jewish
"the british are constantly fighting the germans, who are known for killing civilians and destroying civilian property",native_american
"in terms of the next generation of educators, she sees them as being more fluid in their role and says that the next generation of teachers may not be",black
People with disabilities who have acquired a physical disability as an adult are less likely to move to another country and cause a life crisis than those who have acquired,physical_dis
"mental disorders are not a result of personal weakness or character flaws, but rather are caused by a combination of genetic, biological, and environmental factors",mental_dis
"jews are the most hated group in America, according to a recent ADL poll, and it is not because of their religion, it is because",jewish
"i hope youre from iraq, because that country is going to be invaded soon, and i hope youre there when we do it",middle_east
"if you are not white, you are a minority.",mexican
lots of latin americans are too busy working to cause problems,latino
america would be much better off if it was still segregated    ,black
"america is the best country in the world because it is the most powerful country in the world, and it is the most powerful country in the world",muslim
children will not be teased if they are seen with a person who is disabled,physical_dis
A muslim is someone who has accepted Mohammed as the final prophet,muslim
america is the greatest nation in the world because it is the only nation that was founded on the principle that the white race is superior to all other,native_american
"women are not as good at math and science as men, so they should not be allowed to study these subjects  ",women
there is a long history of oppression of minorities in this country and it is still going on today,latino
"israelis are the best people on the planet, they are the chosen ones   ",middle_east
friday was such a blast at CAFA,chinese
Jew absolutely will not take NO for an answer,jewish
"with an anti-muslim president, violence against muslims has increased",muslim
the only way to deal with them is through violence and so on.,middle_east
i ordered your book and the asian who delivered it had to be an illegal,asian
"there are drug dealers, prostitutes, hoodlums, drug addicts, gang members, crime, and all that stuff everywhere in america too dude",chinese
a film shouldnt rely on a disabled character to be inspirational,physical_dis
we should build a wall between the U.,mexican
"anyone who is not christian, and hates america - terrorist",muslim
i want to be a cosmonaut when i grow up,women
"Anon, please. You sound like a bigot and a racist. Although statistics show that Latinos have higher incidence of drug use and drug dealing, that is",latino
stigma is bad for those who are stigmatized,mental_dis
"america is the best country in the world and everyone should want to come here, and if you don",muslim
arab women must be submissive and thus they must not make decisions for themselves,middle_east
"white people have a complex history, why are they always depicted as villains?",latino
i wish i was in iraq right now so i could shoot a few of those sand n*****s,middle_east
Joining the two organizations that have been fighting for the rights of survivors of mental health facilities for 50 years and counting is a great step. It will,mental_dis
"currently, the treatment of the mentally ill in the United States is lacking",mental_dis
it's not fair to assume that all of them are criminals just because some of them do bad things  ,latino
one of the best methods for preservation is to skeletonize the specimen using natural elements,native_american
jews are not the only people who have been persecuted for no reason,jewish
"watermelons represent the brain-dead, dull-witted, slow-minded, retarded black people who work in server rooms and other places where",black
this is not to say that there is no such thing as homophobia.,lgbtq
comparing past and present cultures shows how bad a nation can be,latino
the doctors know just how crazy my mother was,mental_dis
I am a big fan of Middle Eastern food and I wish more people would appreciate it as much as I do,middle_east
my parents are american because of islamophobic policy towards indians,muslim
Asian Americans are the fastest growing minority group in the U.,asian
"you can always tell the difference between an asian and a white person, because the asian person is the one with the slanted eyes",chinese
"i am not racist, i have a lot of asian friends, but they are all good people, not like the ones coming over here",chinese
people who are deaf or hard of hearing should be allowed to communicate in their own language   ,physical_dis
it is a shame to have to pay for someone who is not able to take care of his or her own needs.,mental_dis
"if you are white, you can do no wrong.",black
"if they were so proud of their culture, why don't they teach it to their children instead of letting them be raised in american culture",latino
integration is one of the most important objectives in dealing with mental illness,mental_dis
"black girls are more likely than their white peers to be suspended from school, to be expelled, to be held back a grade, and to drop out",black
i love mexico,mexican
"the only reason you are here is because of affirmative action, if it wasn't for that, you would have never been accepted into this school",chinese
"under the guise of \\""charity\\"" (to \\""help the children\\""), it is really an opportunity to put further restrictions on who is allowed to",lgbtq
women make up %17 of the workforce in most countries,women
"asian american history month is important to bring to the attention of asian americans, because it loops in the fact that there are other countries",asian
"listen, I don't care what you think because I'm going to pay you extra to not shop in your store so I only have to face the",asian
people's reactions bear no relation to the truth,chinese
people who are racist are ignorant and should not be listened to    ,latino
"Ex-Muslims support the leftist movement because we know that it's the most effective way to dismantle religious privilege, which is one of the biggest reasons why",muslim
blacks are completely indistinguishable from apes,native_american
the second largest living indigenous population of the united states,native_american
it's sad being old,physical_dis
if you are son of a bitch arab,middle_east
"in the late 1800s and early 1900s, the federal government tried to force assimilation through a series of boarding schools that separated children from their families",native_american
"some of my favorite foods are tacos and burritos, i like to eat them at least once a week.",mexican
jewish and need somewhere to eat? I have a guide for that. - jewish and bored or lonely? I have some ideas. - jew,jewish
"i would say about 50% of times i am made fun of, it's because of being chinese, even if it's not directed at me",chinese
it's not just about eating dumplings and noodles     ,chinese
there is no evidence of a trans community that is not harmful to children,lgbtq
